name,address,lat,lng,type
kutir char Community Clinic(কুটির চর ক্লিনিক ),Bangladesh,25.575534,89.813431,hospital
Clinica Dental,Bangladesh,23.762983,90.427807,hospital
Char Boalmari Community Clinic ( চর বোয়ালমারি কমিউনিটি ক্লিনিক ),Bangladesh,25.63035,89.872182,hospital
Satellite Clinic ( স্যাটেলাইট ক্লিনিক ),Bangladesh,25.604094,89.856536,hospital
Khonjon mara Community Clinic,Bangladesh,25.589715,89.816633,hospital
community clinic,5 no ward fulbari,25.53992,89.845395,hospital
2 No Showlmari union Council & Health Center ( ২ শোলমারী ইউনিয়ন পরিষদ ও স্বাস্থ্য কেন্দ্র ),Bangladesh,25.609546,89.849354,hospital
Community clinic,Bangladesh,25.642322,89.858184,hospital
Community Clinic,Bangladesh,25.475278,89.817028,hospital
surjer hasi satellite clinic,notan para ward no 02,25.57012,89.837138,hospital
Uttar Chor Sajai Mandalpara Community Clinic ( উত্তর চর সাজাই মণ্ডলপাড়া কমিউনিটি ক্লিনিক ),Bangladesh,25.509133,89.770237,hospital
South Tapurre Community Clinic,Bangladesh,25.604737,89.833955,hospital
Turna Medical Hall,Bangladesh,22.242617,91.819266,hospital
কটিয়াদি পশু হাসপাতাল,Bangladesh,24.250596,90.798586,hospital
Lazz Pharma,Bangladesh,23.750854,90.378728,pharmacy
Medical Facility,Bangladesh,23.893548,90.403002,hospital
Medical Facility,Bangladesh,23.829353,90.379,hospital
Narsingdi Sadar Hospital,Bangladesh,23.920143,90.718454,hospital
Medical Facility,Bangladesh,21.20704,92.140809,hospital
Medical Facility,Bangladesh,21.237443,92.158512,hospital
ফয়সাল ড্রাগ সেন্টার,Bangladesh,24.661874,90.844643,pharmacy
বদরুদ্দোজা ফার্মেসি,Bangladesh,24.662201,90.842191,pharmacy
Dashmina Upazila Health Complex,Bangladesh,22.282447,90.564655,hospital
Bauphal Upazila Helath Complex,Bangladesh,22.414693,90.5615,hospital
Medical Center,Bangladesh,22.267509,91.800578,hospital
Shifa Pharmacy,Bangladesh,23.813818,88.626133,pharmacy
Patuakhli Medical College Hospital,Bangladesh,22.363476,90.327196,hospital
Ark Hospital,Bangladesh,23.868349,90.413719,hospital
Medical Facility,Bangladesh,24.271898,91.379902,hospital
Kendua Upazila Health Complex,Bangladesh,24.653454,90.824287,hospital
Medical Facility,Bangladesh,24.252707,89.919416,hospital
Gaffar Medical Hall,Bangladesh,23.241085,90.354102,pharmacy
Arit Medical,Bangladesh,23.798262,90.337113,pharmacy
Eva Homio,Bangladesh,23.94288,90.270982,pharmacy
Hamdard,Bangladesh,23.936714,90.272303,pharmacy
Sastho Poribar Kollan Kendro,Bangladesh,25.107766,91.2473,hospital
Community Clinic Puran Varanga,Bangladesh,25.095174,91.251208,hospital
Sonatola Community Clinic,Bangladesh,22.253005,89.809719,hospital
Mourashi Community Clinic,Bangladesh,22.263525,89.838331,hospital
Dakkhin Southkhali Clinic,Bangladesh,22.23447,89.82265,hospital
Bogi Shoronkhola Community Clinic,Bangladesh,22.224275,89.831329,hospital
Khuriakhali Community Clinic,Bangladesh,22.217374,89.812583,hospital
Motherpar Isra Health Center,Bangladesh,22.36387,89.877927,hospital
General hospital,4 no ward,22.366988,89.870994,hospital
Prime Lab Diagonistic and Consultaion Center,Bangladesh,23.779554,88.640878,hospital
Sono Diagonistic and Clinic,Bangladesh,23.779032,88.641817,hospital
Khantakata Health and Family Welfare Center,Bangladesh,22.33049,89.83491,hospital
Taltoli community clinic,Bangladesh,22.317238,89.81905,hospital
Community clinic,Bangladesh,22.345963,89.875926,hospital
Community clinic,Bangladesh,22.344896,89.863749,hospital
Roundabout Community clinic(রাউন্দাবাউত কমিউনিটি ক্লিনিক),Bangladesh,22.349396,89.853803,hospital
Kamarkandi Community Clinic,Bangladesh,25.161508,91.174121,hospital
Medical Facility,Bangladesh,23.795269,90.414044,pharmacy
Medical Facility,Bangladesh,23.794176,90.412839,pharmacy
Satkhira General Hospital,Bangladesh,22.722545,89.06862,hospital
Shimul Clinic,Bangladesh,22.720658,89.068684,hospital
Medical Facility,Bangladesh,22.401549,91.807326,hospital
Satkhira Medical College,Bangladesh,22.690188,89.046898,hospital
Satkhira Medical College,Bangladesh,22.691344,89.045721,hospital
Kanika Medical Hall,Bangladesh,22.259157,90.336196,pharmacy
Ullubonneya Community Clinic.,Bangladesh,22.523087,89.641,hospital
Sunail Tola Health & Family Center.,Bangladesh,22.506937,89.65933,hospital
Community Clinic Eastern Kuruper Dyer,Bangladesh,22.481388,89.740284,hospital
Sastho and Paribar Kendro,Bangladesh,25.631943,89.674809,hospital
Tetul Bariya Community Clinic,Bangladesh,22.442363,89.802353,hospital
Hossainpur Upazila Health Complex,Bangladesh,24.417174,90.656704,hospital
Datter Metho Community Clinic,Bangladesh,22.468825,89.659191,hospital
Saheber Metho Community Clinic,Bangladesh,22.462324,89.697723,hospital
Khonkarer Ber Community Clinic,Bangladesh,22.469951,89.693307,hospital
Mithamoin Upazila Health Complex,Bangladesh,24.415645,91.0541,hospital
Sutalori Khan Bari Community Clinic,Bangladesh,22.486597,89.810871,hospital
Health & Family Welfare Center,Bangladesh,22.458203,89.835801,hospital
Mobile Hospital and Studio,Bangladesh,20.767846,92.326501,hospital
দক্ষিণ বালাপাড়া কমিউনিটি ক্লিনিক,Bangladesh,26.211433,88.906792,hospital
Madan Medical Center,Bangladesh,24.762685,90.861437,pharmacy
Atpara Upazila Health Complex,Bangladesh,24.80957,90.86226,hospital
Medical Facility,Bangladesh,25.612821,88.654812,hospital
Medical Facility,Bangladesh,25.863245,88.65577,hospital
upazila Health Complex,Bangladesh,22.312731,89.849806,hospital
Dust Health Center,Bangladesh,22.308359,89.847476,hospital
East Khada Animal Hospital,Bangladesh,22.31023,89.840577,hospital
"Momota Clinic & Hospital, M. A Aziz Rd, Chattogram",Bangladesh,22.283299,91.783724,hospital
Medical Facility,Bangladesh,22.284515,91.784749,hospital
Police Line Hospiotal,Bangladesh,22.695062,90.365037,hospital
Union Health Family Planning Center,Bangladesh,22.724665,90.643271,hospital
BRAC Health Service Center,Bangladesh,22.723564,90.6385,hospital
EPI Tika Kendra Chowkider Bari,Bangladesh,22.733267,90.651863,hospital
Medical Facility,Bangladesh,22.810337,89.561219,hospital
Gouripur Upazila Health Complex,Bangladesh,24.771185,90.569399,hospital
Patuakhali General Hospital,Bangladesh,22.362019,90.334506,hospital
Dhania Community clinic,Bangladesh,22.70846,90.6664,hospital
Medical Facility,Bangladesh,24.56683,91.516809,pharmacy
Medical Facility,Bangladesh,24.566761,91.51691,pharmacy
Gondadula Community Clinic,Bangladesh,21.953972,90.435505,hospital
Kajir Aola Health Complex,Bangladesh,21.964664,90.425656,hospital
SEP Bangladesh Hospital,Bangladesh,21.979678,90.443428,hospital
Neta Community Clinic,Bangladesh,21.93897,90.445402,hospital
Kata Khali GPS Kam Cyclone Center,Bangladesh,21.964434,90.374215,hospital
Gabbunia Community Clinic,Bangladesh,21.977346,90.382984,hospital
ACI Hospital,Bangladesh,21.884257,90.334353,hospital
Majher Deur Community Clinic,Bangladesh,21.886116,90.34207,hospital
Medical Facility,Bangladesh,24.566933,91.516833,pharmacy
Union Health Family Planning Center,Bangladesh,22.72469,90.643293,hospital
BRAC Health Service Center,Bangladesh,22.723584,90.638524,hospital
EPI Tika Kendra Chowkider Bari,Bangladesh,22.733292,90.651884,hospital
Minar Pharmacy,Bangladesh,23.717782,90.400835,pharmacy
S. S. Dental Care,Bangladesh,23.771864,90.425521,hospital
Tushar Pharma,Bangladesh,23.777531,90.425899,pharmacy
Sindabad Pharma,Bangladesh,23.771516,90.425557,pharmacy
Rahman Pharmacy,Bangladesh,23.771366,90.426588,pharmacy
Mim Nurnahar Pharmacy,Bangladesh,23.775521,90.432661,pharmacy
Oishi Pharmacy,Bangladesh,23.775964,90.432451,pharmacy
Gauchia Pharmacy,Bangladesh,23.777224,90.431942,pharmacy
Medicine corner,Bangladesh,23.775647,90.432565,pharmacy
Medical Facility,Bangladesh,23.812172,90.392366,pharmacy
Choto Baishdia Union Health Center,Bangladesh,22.009973,90.433426,hospital
ঢাকা লাইফ কেয়ার হসপিটাল (ব্রেন এন্ড লাইফ কেয়ার হসপিটাল এন্ড ডায়াগনষ্টিক সেন্টার),Bangladesh,23.764414,90.390751,hospital
Masque beside Khayer hat Hospital,Bangladesh,22.542312,90.675112,hospital
West Joynagar community clinic,Bangladesh,22.556764,90.67552,hospital
Romani Memorable Community Clinic,Bangladesh,22.506838,89.490944,hospital
Union Heath and Family Development Center,Bangladesh,22.532895,89.484524,hospital
Church's Community Center,Bangladesh,22.534107,89.484775,hospital
Parjoy Nagor Community Clinic,Bangladesh,22.535368,89.44898,hospital
Bonda Ghata Community Clinic,Bangladesh,22.37499,89.787338,hospital
Union Health Family Planning Center,Bangladesh,22.72469,90.643293,hospital
"Shodesh General Hospital, Dhaka - Mawa Hwy, Kalakandi",Bangladesh,23.660226,90.362538,hospital
Maula Buksh Sardar Datobbo Chokkhu Hospital,Bangladesh,23.703428,90.415294,hospital
Hasnabad Specialized Hospital and Lab Limited,Bangladesh,23.683595,90.423731,hospital
অপু ফার্মেসী,Bangladesh,23.683253,90.423113,pharmacy
Max Hospital,Bangladesh,22.355143,91.825338,hospital
Medical Facility,Bangladesh,22.360944,91.831267,hospital
শাহপরান মেডিসিন সেন্টার,Bangladesh,24.88649,91.883827,pharmacy
আল আমিন ডেন্টাল কলেজ ও জেনারেল হাসপাতালে,Bangladesh,24.886637,91.883375,hospital
নাবিল ফার্মা,Bangladesh,24.888627,91.889301,pharmacy
Mohanagar Hospital,Bangladesh,24.900324,91.865574,hospital
Jalalabad Eye Hospital,Bangladesh,24.899335,91.909555,hospital
Medical Facility,Bangladesh,24.041673,91.01199,pharmacy
Medical Facility,Bangladesh,24.041798,91.011901,pharmacy
S Homeo Chikitsaloy,Bangladesh,22.803163,89.566921,pharmacy
M/S. Jamila Pharmacy,Bangladesh,22.803164,89.566798,pharmacy
Modern Hospital মডার্ন হাসপাতাল,Bangladesh,23.441509,91.173986,hospital
Banishanta Union health & Family Development Center,Bangladesh,22.465805,89.582388,hospital
Khajuria Community Clinic,Bangladesh,22.450694,89.554635,hospital
Adhar Manick Community Clinic,Bangladesh,22.489387,89.571005,hospital
Rangopaldi Community Clinic,Bangladesh,22.225451,90.480239,hospital
Community Clinic (3 no ward),Bangladesh,22.192854,90.492113,hospital
Alom Medical Hall,Bangladesh,23.445734,91.176314,pharmacy
Usha Homeo Hall,Bangladesh,23.447107,91.177333,pharmacy
Community clinic beside Mosharref Member house,Bangladesh,22.5759,90.74306,hospital
Community clinic beside Monu Matbor house,Bangladesh,22.579411,90.732117,hospital
Medical Facility,Bangladesh,22.574305,90.730917,hospital
Community Clinic of Howlader house,Bangladesh,22.567122,90.729416,hospital
Satellite clinic.,Bangladesh,22.56418,90.743506,hospital
Clinic In front of Apporodi house,Bangladesh,22.565131,90.721765,hospital
Dokhin Baliea Notun hat Community Clinic,Bangladesh,22.598572,90.6243,hospital
Health and family Welfare Centre,Bangladesh,22.592903,90.641401,hospital
Community clinic,Bangladesh,22.029484,89.991489,hospital
Clinic,Bangladesh,22.035578,90.023652,hospital
Medical Facility,Bangladesh,22.059787,90.048689,hospital
Community Clinic in front of Haji House,Bangladesh,22.428261,90.710584,hospital
Uttor Joynagar Union Health Complex,Bangladesh,22.576646,90.691361,hospital
Clinic beside Munsir Hat,Bangladesh,22.584588,90.700448,hospital
Moddo Joynagar Sordar Hat Health Clinic,Bangladesh,22.583573,90.678639,hospital
Satelite clinic of Chairman house,Bangladesh,22.591621,90.676643,hospital
Clinic in front of Siddik Mia's house,Bangladesh,22.595274,90.664981,hospital
Community Clinic of Fakaruddin Hawladar House,Bangladesh,22.527829,90.717861,hospital
Harun Hat North Batamara Model Clinicn,Bangladesh,22.545448,90.734054,hospital
Union Health & Family development Centre,Bangladesh,22.537769,90.716161,hospital
Manika (Alamin Member Bari) Community Clinic,Bangladesh,22.554423,90.711982,hospital
Community Clinic in front of Talukdar house,Bangladesh,22.446797,90.701044,hospital
Hasmot Ali Mir Comunitty Clinic,Bangladesh,22.439394,90.729433,hospital
Community clinic at 7 no. ward,Bangladesh,22.57485,90.649706,hospital
Community Clinic,Bangladesh,22.571261,90.64019,hospital
Choukuni community clinic,Bangladesh,22.391426,89.323579,hospital
Noyani Community Clinic,Bangladesh,22.436879,89.341477,hospital
3 No Mohesshoripur Union Health And Family Care Centre,Bangladesh,22.457787,89.337194,hospital
M/s Khan Pharmacy,Bangladesh,23.450099,91.178466,pharmacy
সেলিনা হোমিও হল,Bangladesh,23.450633,91.17861,pharmacy
Haque Homeo Hall,Bangladesh,23.450908,91.178723,pharmacy
Clinic,Bangladesh,22.215231,90.075375,hospital
Community clinic,Bangladesh,22.201548,90.093926,hospital
Clinic,Bangladesh,22.176917,90.097677,hospital
Community clinic,Bangladesh,22.19949,90.056844,hospital
Community clinic,Bangladesh,22.188609,90.044914,hospital
West clinic,Bangladesh,22.178572,90.076136,hospital
hadda chok clinic,Bangladesh,22.460739,89.400194,hospital
Katmachar Community Clinic,Bangladesh,22.30588,89.296403,hospital
Botul Bazar Community Clinic,Bangladesh,22.317438,89.323431,hospital
Union Health and Family welfare center,Bangladesh,22.311543,89.308494,hospital
Horihorpur Community Clinic,Bangladesh,22.274309,89.323402,hospital
Community clinic of Tildanga Kachari Bari,Bangladesh,22.595924,89.467254,hospital
North kamini Basiya community clinic,Bangladesh,22.563945,89.432498,hospital
Tildanga Health and Family Planning center,Bangladesh,22.562585,89.422357,hospital
Uzangao community clinic,Bangladesh,24.435944,91.148441,hospital
Mamudnagar Community clinic,Bangladesh,24.414131,91.140483,hospital
Hathazari Upazila Health Complex,Bangladesh,22.508881,91.803986,hospital
Comilla General Hospital,Bangladesh,23.455542,91.180971,hospital
Hamdard Laboratories Waqf Bangladesh,Bangladesh,23.459728,91.180604,hospital
Union Health and Family development Center,Bangladesh,22.461767,89.439217,hospital
Ultar kalabagi Community Clinic,Bangladesh,22.458437,89.454932,hospital
East Kalabagi gazibari Community Clinic,Bangladesh,22.436835,89.44699,hospital
Loularchar Commuinity Clinic,Bangladesh,24.742559,91.259973,hospital
Shamarchar commuinity Clinic,Bangladesh,24.749464,91.245285,hospital
Kartikpur Commuinity Clinic,Bangladesh,24.745923,91.258956,hospital
Taluker Char Duyani Community Clinic,Bangladesh,22.122598,89.936378,hospital
Clinic,Bangladesh,22.146285,89.928225,hospital
Public Health Centre,Bangladesh,22.157504,89.93019,hospital
Community clinic,Bangladesh,22.136879,90.05543,hospital
Health centre,Bangladesh,22.07188,90.039427,hospital
Sreepur Health Complex,Bangladesh,25.155896,91.133735,hospital
Vojendroganj up health and family welfare centre,Bangladesh,24.74753,91.231196,hospital
Uzanyarabad community clinic,Bangladesh,24.737392,91.167013,hospital
Kashipur Community Clinic,Bangladesh,24.722412,91.211839,hospital
Atgao community clinic,Bangladesh,24.751351,91.186564,hospital
Union health and family welfare center,Bangladesh,24.765502,91.159778,hospital
Srihile community clinic,Bangladesh,24.588763,91.211326,hospital
Adittopur community clinic,Bangladesh,24.631089,91.197883,hospital
pankhali hogolabuniya community clinic,Bangladesh,22.643759,89.48831,hospital
pankhali community clinic,Bangladesh,22.630977,89.500059,hospital
Union Health and Family Welfare Center,Bangladesh,22.385075,89.281998,hospital
Bonda Ghata Community Clinic,Bangladesh,22.37499,89.787338,hospital
khona khatail community clinic,Bangladesh,22.592624,89.486754,hospital
lokkikholaa community clinic,Bangladesh,22.610341,89.468582,hospital
Popular Pharmacy পপুলার ফার্মেসী,Bangladesh,22.478112,91.720998,pharmacy
Aman Medico,Bangladesh,22.478464,91.720695,pharmacy
Seba Drugs,Bangladesh,22.41951,91.867914,pharmacy
Loknath Medical Hall,Bangladesh,22.419347,91.868139,pharmacy
Ma Medical,Bangladesh,22.419342,91.868258,pharmacy
Center Amorbunia Community Clinic,Bangladesh,22.410414,89.741328,hospital
PC Barokhali Newari Ambiya Khatun Community Clinic,Bangladesh,22.381081,89.790058,hospital
Amin Medical Hall,Bangladesh,22.338306,91.784444,pharmacy
Ahasan Medical Hall,Bangladesh,22.339012,91.784174,pharmacy
Gunners Medical Facility,Bangladesh,22.331632,91.779396,hospital
"Chattogram Port Hospital, Port Colony Rd, Chattogram",Bangladesh,22.31363,91.796205,hospital
The ACME Laboratory Ltd. DPO,Bangladesh,22.405082,91.864289,pharmacy
Mother and Child Care Hospital,Bangladesh,22.329116,91.792022,hospital
Medical Facility,Bangladesh,24.568041,91.521014,pharmacy
Gangarampur,Bangladesh,22.697179,89.485359,hospital
Health City Specialized Hospital,Bangladesh,24.825906,89.378169,hospital
Jamila Pharmacy,Bangladesh,24.829364,89.377558,pharmacy
Mim Pharmacy,Bangladesh,24.826441,89.377687,pharmacy
Amiyo Pharmacy,Bangladesh,24.851119,89.376955,pharmacy
Al Haz Clinic,Bangladesh,22.847184,89.539108,hospital
Es Das Medical Hall,Bangladesh,23.493889,91.189855,pharmacy
Bagmara Hospital,Bangladesh,23.338532,91.143638,hospital
Sarishabari Upazila Health Complex,Bangladesh,24.755359,89.835151,hospital
Tarail Upazila Health Complex l,Bangladesh,24.550197,90.887296,hospital
Kuliarchar Upazila Health Complex,Bangladesh,24.157288,90.928891,hospital
Mukul Pharmacy,Bangladesh,23.592529,90.52026,pharmacy
Chandpur Sadar Hospital,Bangladesh,23.223356,90.65317,hospital
Medicare General Hospit,Bangladesh,23.465034,91.175402,hospital
Comilla Meghna General Hospital কুমিল্লা মেঘনা জেনারেল হাসপাতালে,Bangladesh,23.465115,91.17516,hospital
Al-Falah Medicine Stores,Bangladesh,23.465789,91.174087,hospital
"M/S City Pharmacy, Joramtal Bazar, Joramtal, Sitakund, Chattogram",Bangladesh,22.497954,91.714445,pharmacy
Medical Facility,Bangladesh,24.456626,89.707955,hospital
Dr. Ismail Homeo Hall,Bangladesh,22.579769,91.680426,hospital
Priya Pharmacy,Bangladesh,22.581315,91.67951,pharmacy
Community clinic,Bangladesh,21.953201,90.056029,hospital
Community center,Bangladesh,21.918413,90.06267,hospital
Bothipara Community Clinic,Bangladesh,21.954134,90.075972,hospital
Janani Pharmacy,Bangladesh,22.619913,91.657317,pharmacy
Nobi Pharmacy,Bangladesh,22.618863,91.658229,pharmacy
Janosheba Medical Store,Bangladesh,22.619306,91.65825,pharmacy
Ramchandrapur Community Clinic,Bangladesh,24.626834,90.573895,hospital
"Hoque Pharmacy, Dhaka - Chittagong Hwy, Mirsharai, Chittagong",Bangladesh,22.75529,91.586242,pharmacy
Messrs Sofi Pharmacy,Bangladesh,22.755713,91.585819,pharmacy
"Peoples Pharmacy, Dhaka - Chittagong Hwy, Mirsharai, Chittagong",Bangladesh,22.757415,91.584647,pharmacy
Medical Facility,Bangladesh,21.183572,92.151576,hospital
Community Clinic,Bangladesh,25.471106,89.684374,hospital
Achanpur community clinic,Bangladesh,24.712529,91.331599,hospital
ACME Brahmanbaria Sales Center,Bangladesh,24.004294,91.108046,pharmacy
Medical Facility,Bangladesh,23.82803,90.361501,pharmacy
"Cantonment Board General Hospital, Tiger Rd, Chattogram",Bangladesh,22.408886,91.816506,hospital
Medical Facility,Bangladesh,22.703447,90.370168,hospital
আলিফ ফার্মেসি,Bangladesh,26.209993,88.908229,pharmacy
জামান ফার্মেসি,Bangladesh,26.211107,88.907107,pharmacy
রাজু হোমিও হল,Bangladesh,26.210389,88.907923,pharmacy
দোহার জেনারেল হাসপাতাল,Bangladesh,23.614716,90.120336,hospital
Dhaka Clinic & Nursing Home,Bangladesh,24.25386,89.915532,hospital
প্যান প্যাসিফিক হাসপাতাল,Bangladesh,23.738214,90.422044,hospital
কমলাপুর রেলওয়ে হাসপাতাল,Bangladesh,23.736401,90.423588,hospital
Jakwan Pharmacy,Bangladesh,24.647343,89.255303,pharmacy
Belle Vue Hospital ( under construction),Bangladesh,22.363528,91.830503,hospital
জামান ফার্মেসি,Bangladesh,23.737924,90.422441,pharmacy
ইতালি হেলথকেয়ার,Bangladesh,24.526502,89.211491,hospital
Lazz Pharma Ltd.,Bangladesh,23.78023,90.413211,pharmacy
খালিয়াজুরী উপজেলা স্বাস্থ্য কমপ্লেক্স,Bangladesh,24.688605,91.139798,hospital
ghdgn,Bangladesh,23.959609,91.096147,hospital
Nahar Homeo Hall,Bangladesh,24.367909,88.645777,hospital
Hasib Pharmacy,Bangladesh,24.367252,88.643886,pharmacy
Halima Pharmacy,Bangladesh,24.367226,88.643763,pharmacy
নোভা ডায়াগনস্টিক সেন্টার,Bangladesh,22.362505,90.339758,hospital
Medical Facility,Bangladesh,24.655618,90.877632,pharmacy
Monu Miya Hospital,Bangladesh,23.024759,91.150568,hospital
সেন্ট্রাল বাসাবো জেনারেল হাসপাতাল,Bangladesh,23.740821,90.434562,hospital
Medical Facility,Bangladesh,23.743006,90.439374,pharmacy
Medical Facility,Bangladesh,23.743006,90.439387,pharmacy
Medical Facility,Bangladesh,23.742888,90.439182,pharmacy
Medical Facility,Bangladesh,23.742857,90.43911,pharmacy
সাদিয়া ফার্মা,Bangladesh,23.743019,90.439109,pharmacy
Abdul karim kobiraj,Bangladesh,23.783445,90.411149,pharmacy
Selina Medical Hall,Bangladesh,24.630781,90.60784,pharmacy
ফাতেমা মেডিকেল হল,Bangladesh,24.630802,90.609811,pharmacy
Masoom Pharmachy,Bangladesh,24.630765,90.609336,pharmacy
লাইফ ফার্মা এন্ড সার্জিক্যাল,Bangladesh,23.730122,90.40812,pharmacy
Joyrumkura Hospital,Bangladesh,25.145195,90.324478,hospital
Medical Facility,Bangladesh,23.745028,90.371785,pharmacy
Medical Facility,Bangladesh,23.745576,90.370139,pharmacy
Medical Facility,Bangladesh,23.744613,90.371074,hospital
Bangladesh Eye Care Hospital,Bangladesh,23.738963,90.374473,hospital
Prottasha Pharmacy,Bangladesh,24.361199,88.617322,pharmacy
Asha Pharmacy,Bangladesh,24.361599,88.612436,pharmacy
প্রিয়া মেডিসিন কর্ণার,Bangladesh,23.749384,90.447058,pharmacy
কুমুদিনি হাসপাতাল,Bangladesh,24.097479,90.093821,hospital
Mohanagar Clinic,Bangladesh,24.36948,88.573511,hospital
Lima Pharma,Bangladesh,24.482042,91.765331,pharmacy
Medisun Diagnostic Cente & Medical Services,Bangladesh,24.481979,91.765331,blood_test
Medicare Poly Clinic & Diagnostic Center,Bangladesh,24.48192,91.765328,blood_test
The Pulse Computerized Diagnostic Cente,Bangladesh,24.481793,91.765588,blood_test
Life Care Pvt Hospital,Bangladesh,24.478883,91.765081,hospital
Life Line Hospital,Bangladesh,24.484178,91.765673,hospital
City Diagnostics,Bangladesh,24.485041,91.765693,blood_test
Hamdard,Bangladesh,24.490923,91.774748,pharmacy
আল খিদমাহ ডেন্টাল কেয়ার,Bangladesh,23.750266,90.412801,hospital
হিকমাহ চক্ষু হাসপাতাল,Bangladesh,23.748736,90.42236,hospital
Moriom Pharmacy,Bangladesh,24.379906,88.564142,pharmacy
Bismillah Pharmacy,Bangladesh,24.379898,88.564249,pharmacy
Shahin Pharmacy,Bangladesh,24.380058,88.564873,pharmacy
Seba pharmacy,Bangladesh,24.380074,88.564682,pharmacy
Jahan Pharmacy,Bangladesh,24.378739,88.580306,pharmacy
Somadhan Pharmacy,Bangladesh,24.37855,88.580297,pharmacy
Shikha Diagnostic Center,Bangladesh,24.441402,90.776871,blood_test
Ekota Pharma,Bangladesh,24.328042,90.679924,pharmacy
Buda Diagnostic Centre,Bangladesh,24.686999,90.598601,blood_test
Medical Facility,Bangladesh,21.210052,92.165105,hospital
Medical Facility,Bangladesh,21.215115,92.146162,hospital
Medical Facility,Bangladesh,21.208713,92.145082,hospital
Medical Facility,Bangladesh,21.213347,92.156684,hospital
Medical Facility,Bangladesh,21.20616,92.147665,hospital
Medical Facility,Bangladesh,21.215826,92.152132,hospital
Medical Facility,Bangladesh,21.219441,92.161566,hospital
Medical Facility,Bangladesh,21.179234,92.141387,hospital
Madan Hospital,Bangladesh,24.716687,90.957214,hospital
Hazrat Sumaiya Hospital,Bangladesh,24.714957,90.950096,hospital
Surjer Hasi Clinic,Bangladesh,24.716831,90.95273,hospital
Nirupoma Medical Hall,Bangladesh,24.630666,90.609344,pharmacy
Pharmacy,Bangladesh,24.716914,90.953344,pharmacy
Manik Pharmacy,Bangladesh,24.716565,90.955362,pharmacy
Dharani Medical Hall,Bangladesh,24.716466,90.955816,pharmacy
Pharmacy,Bangladesh,24.716559,90.954771,pharmacy
Jorna Pharmacy,Bangladesh,24.717018,90.946006,pharmacy
Seba Pathology,Bangladesh,24.716929,90.946343,hospital
Niramoy Diagnostic Centre,Bangladesh,24.716472,90.947256,blood_test
Morder Diogonistik Centre,Bangladesh,24.716919,90.946219,hospital
popular Diagnostic Centre,Bangladesh,24.716817,90.94623,blood_test
Takiya Pharmacy,Bangladesh,24.717676,91.019653,pharmacy
Fatema Medical Hol,Bangladesh,24.716735,90.947286,pharmacy
Nadim Medical Hol,Bangladesh,24.716728,90.947351,pharmacy
Raju medical,Bangladesh,24.716728,90.947393,pharmacy
Himel Medical Hol,Bangladesh,24.71685,90.947464,pharmacy
Shovo Madical Hall,Bangladesh,24.718642,90.942966,pharmacy
মা মেডিকেল ডিপার্টমেন্টাল স্টোর,Bangladesh,23.758074,90.387189,pharmacy
Shopna Medical Hall,Bangladesh,23.775318,90.357582,pharmacy
Raj Pharma,Bangladesh,23.775414,90.357573,pharmacy
Bismillah Medical Hall,Bangladesh,23.775427,90.357545,pharmacy
Athoi Medical Hall,Bangladesh,23.775438,90.357278,pharmacy
Sojib Homeo Hall,Bangladesh,23.774625,90.357644,hospital
Riaj Medical Hall,Bangladesh,23.774271,90.357293,pharmacy
Mihirima Medicine Corner,Bangladesh,23.774372,90.356704,pharmacy
Khan Medicine Corner (খান মেডিসিন কর্নার),Bangladesh,23.775251,90.356053,pharmacy
Al Shefa Pharmacy,Bangladesh,23.773878,90.355539,pharmacy
ClinicBari Eye Care,Bangladesh,23.773465,90.355455,pharmacy
Khan Pharmacy,Bangladesh,23.775782,90.352371,pharmacy
Salamot Pharma,Bangladesh,23.775453,90.352684,pharmacy
Fatima Pharma,Bangladesh,23.775066,90.352929,pharmacy
Delowar Pharma,Bangladesh,23.775058,90.353095,pharmacy
Gazi Medicine House,Bangladesh,23.774482,90.353415,pharmacy
Angina Medicine Corner,Bangladesh,23.773806,90.353864,pharmacy
Mahim Pharma,Bangladesh,23.773942,90.352252,pharmacy
Takwa Dental care and Pharmacy,Bangladesh,23.775383,90.350834,hospital
Mia Pharmacy,Bangladesh,23.774245,90.350057,pharmacy
Anita Pharmacy,Bangladesh,23.774294,90.35003,pharmacy
Shuvo Medical Hall (শুভ মেডিকেল হল),Bangladesh,23.773653,90.349904,pharmacy
Maa Medical Hall (মা মেডিকেল হল),Bangladesh,23.773498,90.349188,pharmacy
TR Pharma,Bangladesh,23.773794,90.356139,pharmacy
Islampur Oushudhaloy,Bangladesh,23.773819,90.356695,pharmacy
Shopna Medical Hall,Bangladesh,23.773849,90.356783,pharmacy
Rajib Homeo,Bangladesh,23.773633,90.357708,pharmacy
Satota Pharmacy,Bangladesh,23.773931,90.358474,pharmacy
M A Medicine Corner,Bangladesh,23.773641,90.360885,pharmacy
MM Drug House,Bangladesh,23.773663,90.360714,pharmacy
Glass Pharma,Bangladesh,23.77503,90.360586,pharmacy
H R Pharma,Bangladesh,23.774196,90.361327,pharmacy
SR Pharma and Departmental Store,Bangladesh,23.774466,90.361209,pharmacy
As Shifa Pharmacy,Bangladesh,23.772678,90.360404,pharmacy
Khan Pharmacy - 2,Bangladesh,23.772754,90.360219,pharmacy
Medicine Plus,Bangladesh,23.772827,90.360002,pharmacy
